gencode_id,gene_name,refseq_id
ENST00000475243,VAPB,NM_004738
ENST00000395802,VAPB,NM_001195677
ENST00000334063,KRTAP19-3,NM_181609
ENST00000334058,KRTAP19-4,NM_181610
ENST00000370823,MTG2,NM_015666
ENST00000334151,KRTAP19-5,NM_181611
ENST00000218176,KCND1,NM_004979
ENST00000334046,KRTAP19-6,NM_181612
ENST00000334849,KRTAP19-7,NM_181614
ENST00000382830,KRTAP22-2,NM_001164434
ENST00000304337,TIGD4,NM_145720
ENST00000391624,KRTAP6-3,NM_181605
ENST00000475086,SPATA6L,NM_001039395
ENST00000334897,KRTAP6-2,NM_181604
ENST00000361687,TBCK,NM_033115
ENST00000394706,TBCK,NM_001163437
ENST00000394708,TBCK,NM_001163435
ENST00000432496,TBCK,NM_001163436
ENST00000334680,KRTAP22-1,NM_181620
ENST00000329122,KRTAP6-1,NM_181602
ENST00000263119,CABIN1,NM_012295
ENST00000263119,CABIN1,NM_001201429
ENST00000398319,CABIN1,NM_001199281
ENST00000334664,KRTAP20-1,NM_181615
ENST00000380056,SLC4A11,NM_032034
ENST00000380059,SLC4A11,NM_001174090
ENST00000539553,SLC4A11,NM_001174089
ENST00000330798,KRTAP20-2,NM_181616
ENST00000382826,KRTAP20-3,NM_001128077
ENST00000444335,KRTAP21-3,NM_001164435
ENST00000356865,ATP10A,NM_024490
ENST00000221086,MTMR9,NM_015458
ENST00000333892,KRTAP21-2,NM_181617
ENST00000382374,MICU2,NM_152726
ENST00000335093,KRTAP21-1,NM_181619
ENST00000329621,KRTAP8-1,NM_175857
ENST00000296513,ADAD1,NM_139243
ENST00000388724,ADAD1,NM_001159285
ENST00000388725,ADAD1,NM_001159295
ENST00000332378,KRTAP11-1,NM_175858
ENST00000382822,KRTAP19-8,NM_001099219
ENST00000394249,PRC1,NM_003981
ENST00000442656,PRC1,NM_001267580
ENST00000361919,PRC1,NM_199413
ENST00000360156,SEPT6,NM_145802
ENST00000360156,SEPT6,NM_145800
ENST00000343984,SEPT6,NM_015129
ENST00000394610,SEPT6,NM_145799
ENST00000451320,ARFIP1,NM_001287431
ENST00000405727,ARFIP1,NM_014447
ENST00000353617,ARFIP1,NM_001025593
ENST00000353617,ARFIP1,NM_001025595
ENST00000383895,SNORA69,NR_002584
ENST00000281321,POU4F2,NM_004575
ENST00000381883,PPAPDC2,NM_203453
ENST00000285093,ACAA2,NM_006111
ENST00000371149,APCDD1L,NM_153360
ENST00000329798,FREM3,NM_001168235
ENST00000382353,FGF9,NM_002010
ENST00000265498,MGST2,NM_002413
ENST00000265498,MGST2,NM_001204366
ENST00000506797,MGST2,NM_001204368
ENST00000381657,PLCXD1,NM_018390
ENST00000381854,CDC37L1,NM_017913
ENST00000358321,SUSD2,NM_019601
ENST00000441778,LDB2,NM_001130834
ENST00000304523,LDB2,NM_001290
ENST00000303052,CSNK1G1,NM_022048
ENST00000286827,TIAM1,NM_003253
ENST00000261842,AP4E1,NM_001252127
ENST00000261842,AP4E1,NM_007347
ENST00000218867,SGCG,NM_000231
ENST00000340177,HRH3,NM_007232
ENST00000373511,MAPKAP1,NM_001006619
ENST00000350766,MAPKAP1,NM_024117
ENST00000373503,MAPKAP1,NM_001006620
ENST00000394060,MAPKAP1,NM_001006618
ENST00000265960,MAPKAP1,NM_001006617
ENST00000394063,MAPKAP1,NM_001006621
ENST00000325106,TTC29,NM_031956
ENST00000400701,GTPBP6,NM_012227
ENST00000393815,GRIA2,NM_001083620
ENST00000296526,GRIA2,NM_000826
ENST00000264426,GRIA2,NM_001083619
ENST00000381809,AK3,NM_016282
ENST00000359883,AK3,NM_001199853
ENST00000359883,AK3,NM_001199855
ENST00000359883,AK3,NM_001199856
ENST00000447596,AK3,NM_001199852
ENST00000509479,MAML3,NM_018717
ENST00000377317,FOXH1,NM_003923
ENST00000358615,GYPE,NM_198682
ENST00000437468,GYPE,NM_002102
ENST00000308919,CYP2W1,NM_017781
ENST00000390665,PPP2R3B,NM_013239
ENST00000311550,GABRB3,NM_000814
ENST00000311550,GABRB3,NM_001278631
ENST00000299267,GABRB3,NM_021912
ENST00000400188,GABRB3,NM_001191321
ENST00000545868,GABRB3,NM_001191320
ENST00000327536,TNFAIP8L3,NM_207381
ENST00000376441,GRIPAP1,NM_020137
ENST00000376423,GRIPAP1,NM_207672
ENST00000285039,MYO5B,NM_001080467
ENST00000263112,GGT5,NM_001099782
ENST00000327365,GGT5,NM_001099781
ENST00000327365,GGT5,NM_004121
ENST00000260008,FHDC1,NM_033393
ENST00000300035,KIAA0101,NM_014736
ENST00000380258,KIAA0101,NM_001029989
ENST00000270142,SOD1,NM_000454
ENST00000357429,C7orf50,NM_001134395
ENST00000357429,C7orf50,NM_032350
ENST00000397100,C7orf50,NM_001134396
ENST00000381750,RCL1,NM_005772
ENST00000333371,VPS33B,NM_018668
ENST00000435887,PPP1R16A,NM_032902
ENST00000394205,SCOC,NM_032547
ENST00000338517,SCOC,NM_001153446
ENST00000338517,SCOC,NM_001153635
ENST00000506597,SCOC,NM_001153552
ENST00000506597,SCOC,NM_001153690
ENST00000394201,SCOC,NM_001153484
ENST00000394201,SCOC,NM_001153663
ENST00000394203,SCOC,NM_001153585
ENST00000334060,SHOX,NM_006883
ENST00000381578,SHOX,NM_000451
ENST00000358053,OSBPL2,NM_014835
ENST00000313733,OSBPL2,NM_144498
ENST00000439951,OSBPL2,NM_001278649
ENST00000326306,CCR8,NM_005201
ENST00000402364,SACS,NM_001278055
ENST00000382298,SACS,NM_014363
ENST00000394942,WDR89,NM_001258272
ENST00000394942,WDR89,NM_001008726
ENST00000394942,WDR89,NM_080666
ENST00000297468,GPR146,NM_138445
ENST00000502664,GYPB,NM_002100
ENST00000355957,STX16,NM_001134773
ENST00000359617,STX16,NM_001204868
ENST00000371141,STX16,NM_001001433
ENST00000371132,STX16,NM_001134772
ENST00000371132,STX16,NM_003763
ENST00000247225,SGPP1,NM_030791
ENST00000381567,CRLF2,NM_022148
ENST00000273158,SLC25A38,NM_017875
ENST00000437508,TRIM2,NM_001130067
ENST00000338700,TRIM2,NM_015271
ENST00000252032,C20orf194,NM_001009984
ENST00000254488,SLC6A11,NM_014229
ENST00000585682,FAM198B,NM_001128424
ENST00000296530,FAM198B,NM_016613
ENST00000393807,FAM198B,NM_001031700
ENST00000400473,CABLES1,NM_001256438
ENST00000256925,CABLES1,NM_001100619
ENST00000420687,CABLES1,NM_138375
ENST00000301821,RPSA,NM_001012321
ENST00000301821,RPSA,NM_002295
ENST00000286835,SCAF4,NM_020706
ENST00000399804,SCAF4,NM_001145445
ENST00000434667,SCAF4,NM_001145444
ENST00000382435,SLC35G5,NM_054028
ENST00000382435,SLC35G5,NM_001282300
ENST00000566593,GALNT9,NM_001122636
ENST00000248484,TNFRSF19,NM_148957
ENST00000382258,TNFRSF19,NM_018647
ENST00000382263,TNFRSF19,NM_001204458
ENST00000403372,TNFRSF19,NM_001204459
ENST00000226730,IL2,NM_000586
ENST00000373573,HDAC8,NM_018486
ENST00000439122,HDAC8,NM_001166419
ENST00000373559,HDAC8,NM_001166448
ENST00000373556,HDAC8,NM_001166422
ENST00000373554,HDAC8,NM_001166420
ENST00000373589,HDAC8,NM_001166418
ENST00000314328,SPECC1L,NM_015330
ENST00000314328,SPECC1L,NM_001254733
ENST00000437398,SPECC1L,NM_001145468
ENST00000437398,SPECC1L,NM_001254732
ENST00000373489,PBX3,NM_006195
ENST00000447726,PBX3,NM_001134778
ENST00000372409,PCIF1,NM_022104
ENST00000284486,FAM167A,NM_053279
ENST00000396402,CYP19A1,NM_000103
ENST00000396404,CYP19A1,NM_031226
ENST00000523022,CA1,NM_001128830
ENST00000523022,CA1,NM_001128831
ENST00000523022,CA1,NM_001128829
ENST00000256119,CA1,NM_001738
ENST00000432364,CA1,NM_001164830
ENST00000297469,GPER1,NM_001505
ENST00000397088,GPER1,NM_001098201
ENST00000397092,GPER1,NM_001039966
ENST00000511804,EDNRA,NM_001256283
ENST00000324300,EDNRA,NM_001957
ENST00000358556,EDNRA,NM_001166055
ENST00000381652,JAK2,NM_004972
ENST00000242108,EEPD1,NM_030636
ENST00000362698,RNU5A-1,NR_002756
ENST00000382172,MIPEP,NM_005932
ENST00000363286,RNU5B-1,NR_002757
ENST00000240488,MND1,NM_032117
ENST00000240488,MND1,NM_001253861
ENST00000261884,TRIP4,NM_016213
ENST00000384718,RNU6-19P,NR_046487
ENST00000264497,IL21,NM_021803
ENST00000264497,IL21,NM_001207006
ENST00000316495,ZFAND2A,NM_182491
ENST00000259089,BLK,NM_001715
ENST00000362342,RNU105C,NR_004385
ENST00000337539,ADORA2A,NM_001278499
ENST00000337539,ADORA2A,NM_000675
ENST00000337539,ADORA2A,NM_001278497
ENST00000337539,ADORA2A,NM_001278498
ENST00000337539,ADORA2A,NM_001278500
ENST00000263798,TYRO3,NM_006293
ENST00000296529,TMEM144,NM_018342
ENST00000325617,CLGN,NM_004362
ENST00000414773,CLGN,NM_001130675
ENST00000384339,SNORA72,NR_002581
ENST00000362704,SNORD18C,NR_002443
ENST00000270112,HUNK,NM_014586
ENST00000365659,SNORD18B,NR_002442
ENST00000362803,SNORD16,NR_002440
ENST00000363753,SNORD18A,NR_002441
ENST00000322927,ZNF335,NM_022095
ENST00000314218,BBS12,NM_152618
ENST00000542236,BBS12,NM_001178007
ENST00000382137,C1QTNF9B,NM_001007537
ENST00000380358,CHD3,NM_001005271
ENST00000358181,CHD3,NM_005852
ENST00000330494,CHD3,NM_001005273
ENST00000381529,CSF2RA,NM_172245
ENST00000381529,CSF2RA,NM_006140
ENST00000381509,CSF2RA,NM_001161531
ENST00000355805,CSF2RA,NM_172249
ENST00000355432,CSF2RA,NM_172246
ENST00000381500,CSF2RA,NM_172247
ENST00000432318,CSF2RA,NM_001161529
ENST00000417535,CSF2RA,NM_001161530
ENST00000501036,CSF2RA,NM_001161532
ENST00000381769,CAMKK1,NM_172206
ENST00000348335,CAMKK1,NM_032294
ENST00000158166,CAMKK1,NM_172207
ENST00000287766,SLC6A1,NM_003042
ENST00000381641,INSL6,NM_007179
ENST00000326648,ZNF609,NM_015042
ENST00000290130,MIS18A,NM_018944
ENST00000326010,UPB1,NM_016327
ENST00000239316,INSL4,NM_002195
ENST00000264498,FGF2,NM_002006
ENST00000253003,ADRM1,NM_175573
ENST00000253003,ADRM1,NM_001281438
ENST00000253003,ADRM1,NM_007002
ENST00000253003,ADRM1,NM_001281437
ENST00000335135,GATA4,NM_002052
ENST00000361171,MVB12B,NM_033446
ENST00000545391,MVB12B,NM_001011703
ENST00000335449,GLDN,NM_181789
ENST00000398545,CCDC11,NM_145020
ENST00000281243,QDPR,NM_000320
ENST00000381627,RLN2,NM_134441
ENST00000308420,RLN2,NM_005059
ENST00000399784,MRAP,NM_178817
ENST00000399786,MRAP,NM_206898
ENST00000223862,RLN1,NM_006911
ENST00000316333,UNCX,NM_001080461
ENST00000383233,TMEM241,NM_032933
ENST00000383898,RNU6-1,NR_004394
ENST00000459159,SNORD54,NR_002437
ENST00000343518,POTEH,NM_001136213
ENST00000381273,MANSC4,NM_001146221
ENST00000223864,PLGRKT,NM_018465
ENST00000394955,GPT,NM_005309
ENST00000407471,GUCD1,NM_001284251
ENST00000435822,GUCD1,NM_031444
ENST00000435822,GUCD1,NM_001284254
ENST00000404664,GUCD1,NM_001284252
ENST00000394152,ZSCAN25,NM_145115
ENST00000296582,TMEM184C,NM_018241
ENST00000525967,NPEPL1,NM_001204872
ENST00000525817,NPEPL1,NM_001204873
ENST00000356091,NPEPL1,NM_024663
ENST00000490232,RN7SL2,NR_027260
ENST00000382751,URB1,NM_014825
ENST00000409663,KIAA0922,NM_015196
ENST00000409959,KIAA0922,NM_001131007
ENST00000424834,SPATA13,NM_001286792
ENST00000382095,SPATA13,NM_153023
ENST00000399949,SPATA13,NM_001286795
ENST00000382108,SPATA13,NM_001166271
ENST00000382108,SPATA13,NM_001286793
ENST00000343003,SPATA13,NM_001286794
ENST00000511113,RP11-542P2.1,NM_001277353
ENST00000394620,CCL8,NM_005623
ENST00000381577,CD274,NM_014143
ENST00000381573,CD274,NM_001267706
ENST00000262919,ATRN,NM_139321
ENST00000446916,ATRN,NM_139322
ENST00000446916,ATRN,NM_001207047
ENST00000297508,MICALL2,NM_182924
ENST00000355497,LMX1B,NM_001174146
ENST00000425646,LMX1B,NM_001174147
ENST00000425646,LMX1B,NM_002316
ENST00000296097,DNAJC5G,NM_173650
ENST00000496455,GMPS,NM_003875
ENST00000304430,NUDT6,NM_007083
ENST00000339154,NUDT6,NM_198041
ENST00000252835,OR11H1,NM_001005239
ENST00000262033,PTGES3,NM_006601
ENST00000414274,PTGES3,NM_001282602
ENST00000436399,PTGES3,NM_001282603
ENST00000448157,PTGES3,NM_001282601
ENST00000519476,LETM2,NM_001286821
ENST00000297720,LETM2,NM_144652
ENST00000379957,LETM2,NM_001199659
ENST00000379957,LETM2,NM_001286819
ENST00000523268,LETM2,NM_001286787
ENST00000523268,LETM2,NM_001199660
ENST00000359963,CCT8L2,NM_014406
ENST00000397560,KDM7A,NM_030647
ENST00000215829,SNRPD3,NM_001278656
ENST00000215829,SNRPD3,NM_004175
ENST00000397747,PDCD1LG2,NM_025239
ENST00000331428,XKR3,NM_175878
ENST00000391286,SNORA26,NR_003016
ENST00000510994,ANAPC13,NM_001242374
ENST00000354910,ANAPC13,NM_015391
ENST00000514612,ANAPC13,NM_001242375
ENST00000331035,IL3RA,NM_002183
ENST00000331035,IL3RA,NM_001267713
ENST00000436750,NEIL2,NM_001135746
ENST00000403422,NEIL2,NM_001135747
ENST00000528323,NEIL2,NM_001135748
ENST00000284503,NEIL2,NM_145043
ENST00000545111,SV2B,NM_001167580
ENST00000394232,SV2B,NM_014848
ENST00000509242,ESRRB,NM_004452
ENST00000550389,FRS2,NM_001278357
ENST00000299293,FRS2,NM_001278353
ENST00000299293,FRS2,NM_001278356
ENST00000299293,FRS2,NM_006654
ENST00000299293,FRS2,NM_001278351
ENST00000397997,FRS2,NM_001278355
ENST00000397997,FRS2,NM_001042555
ENST00000397997,FRS2,NM_001278354
ENST00000373464,ZBTB43,NM_014007
ENST00000449886,ZBTB43,NM_001135776
ENST00000332018,C1QTNF9,NM_178540
ENST00000298912,CLMN,NM_024734
ENST00000438700,PTCHD3,NM_001034842
ENST00000312442,GLIPR1L1,NM_152779
ENST00000308744,NPFFR2,NM_004885
ENST00000395999,NPFFR2,NM_001144756
ENST00000358749,NPFFR2,NM_053036
ENST00000350513,OR9A2,NM_001001658
ENST00000400588,GAB4,NM_001037814
ENST00000458591,SCFD1,NM_016106
ENST00000463622,SCFD1,NM_001283032
ENST00000544052,SCFD1,NM_182835
ENST00000556768,SCFD1,NM_001283033
ENST00000311943,SCFD1,NM_001283031
ENST00000396629,SCFD1,NM_001257376
ENST00000421551,SCFD1,NM_001283032
ENST00000541123,SCFD1,NM_001283031
ENST00000296015,TTC14,NM_133462
ENST00000412756,TTC14,NM_001042601
ENST00000382584,TTC14,NM_001288582
ENST00000418316,OR6V1,NM_001001667
ENST00000381271,KLHL42,NM_020782
ENST00000291009,PIP,NM_002652
ENST00000323570,ELMOD2,NM_153702
ENST00000331780,SPATA32,NM_152343
ENST00000319119,ZBTB34,NM_001099270
ENST00000225844,CCL13,NM_005408
ENST00000300255,EVA1C,NM_058187
ENST00000382699,EVA1C,NM_001286556
ENST00000322396,PRMT10,NM_138364
ENST00000381401,SLC25A6,NM_001636
ENST00000264992,ASTE1,NM_014065
ENST00000335625,GABRA5,NM_000810
ENST00000400081,GABRA5,NM_001165037
ENST00000381989,PARP4,NM_006437
ENST00000285381,CA3,NM_005181
ENST00000431010,HRH1,NM_001098212
ENST00000431010,HRH1,NM_001098213
ENST00000397056,HRH1,NM_000861
ENST00000397056,HRH1,NM_001098211
ENST00000318445,SLCO3A1,NM_013272
ENST00000424469,SLCO3A1,NM_001145044
ENST00000542214,C3orf14,NM_020685
ENST00000360771,GYPA,NM_002099
ENST00000274008,SPATA5,NM_145207
ENST00000315869,TFE3,NM_006521
ENST00000252999,LAMA5,NM_005560
ENST00000446620,TAS2R39,NM_176881
ENST00000323078,LRRC61,NM_023942
ENST00000359623,LRRC61,NM_001142928
ENST00000511148,CLRN2,NM_001079827
ENST00000230048,ACOT13,NM_018473
ENST00000537591,ACOT13,NM_001160094
ENST00000251076,DMXL2,NM_015263
ENST00000251076,DMXL2,NM_001174116
ENST00000449909,DMXL2,NM_001174117
ENST00000355938,ATP5G1,NM_001002027
ENST00000393366,ATP5G1,NM_005175
ENST00000450662,EFCAB3,NM_001144933
ENST00000305286,EFCAB3,NM_173503
ENST00000249598,GDF2,NM_016204
ENST00000320767,ARL14,NM_025047
ENST00000257981,KCNH3,NM_012284
ENST00000326005,OAZ2,NM_002537
ENST00000285379,CA2,NM_000067
ENST00000224605,GDF10,NM_004962
ENST00000397244,KDM1B,NM_153042
ENST00000356940,RAB18,NM_001256410
ENST00000356940,RAB18,NM_021252
ENST00000356940,RAB18,NM_001256415
ENST00000535776,RAB18,NM_001256412
ENST00000355192,MSRB3,NM_198080
ENST00000308259,MSRB3,NM_001193460
ENST00000308259,MSRB3,NM_001031679
ENST00000535239,MSRB3,NM_001193461
ENST00000498165,PPM1L,NM_139245
ENST00000384538,SNORA70C,NR_003708
ENST00000265990,BTAF1,NM_003972
ENST00000395868,PTHLH,NM_198964
ENST00000395872,PTHLH,NM_198965
ENST00000201015,PTHLH,NM_002820
ENST00000251879,KIAA1432,NM_001135920
ENST00000414202,KIAA1432,NM_001206557
ENST00000414202,KIAA1432,NM_020829
ENST00000343855,ZBED6CL,NM_138434
ENST00000341010,IL1F10,NM_173161
ENST00000393197,IL1F10,NM_032556
ENST00000330315,FOXL2,NM_023067
ENST00000361972,SFMBT2,NM_001018039
ENST00000397167,SFMBT2,NM_001029880
ENST00000226299,LAP3,NM_015907
ENST00000341446,BRI3BP,NM_080626
ENST00000398721,DEFB133,NM_001166478
ENST00000223271,RARRES2,NM_002889
ENST00000381317,ASMTL,NM_004192
ENST00000381333,ASMTL,NM_001173474
ENST00000534940,ASMTL,NM_001173473
ENST00000319363,IL17RA,NM_014339
ENST00000300258,TCP10L,NM_144659
ENST00000330175,SAMD14,NM_001257359
ENST00000503131,SAMD14,NM_174920
ENST00000252087,PCDHGC5,NM_018929
ENST00000252087,PCDHGC5,NM_032403
ENST00000252087,PCDHGC5,NM_032407
ENST00000258405,SERPINE2,NM_001136528
ENST00000258405,SERPINE2,NM_006216
ENST00000447280,SERPINE2,NM_001136530
ENST00000322066,DEFB114,NM_001037499
ENST00000371930,ANKRD22,NM_144590
ENST00000332047,CEP63,NM_001042383
ENST00000354446,CEP63,NM_001042384
ENST00000383229,CEP63,NM_001042400
ENST00000513612,CEP63,NM_025180
ENST00000295208,ZNF514,NM_032788
ENST00000286657,ADAMTS3,NM_014243
ENST00000307765,RXFP1,NM_001253728
ENST00000307765,RXFP1,NM_001253730
ENST00000307765,RXFP1,NM_001253733
ENST00000307765,RXFP1,NM_001253732
ENST00000307765,RXFP1,NM_021634
ENST00000307765,RXFP1,NM_001253727
ENST00000343542,RXFP1,NM_001253729
ENST00000300069,RBPMS2,NM_194272
ENST00000370223,LZTS2,NM_032429
ENST00000355943,SLC25A46,NM_138773
ENST00000259351,RALGPS1,NM_014636
ENST00000373436,RALGPS1,NM_001190730
ENST00000373434,RALGPS1,NM_001190728
ENST00000424082,RALGPS1,NM_001190729
ENST00000372330,MMP9,NM_004994
ENST00000283268,FEZF2,NM_018008
ENST00000325411,SLC47A2,NM_152908
ENST00000350657,SLC47A2,NM_001099646
ENST00000350657,SLC47A2,NM_001256663
ENST00000375281,SP5,NM_001003845
ENST00000262999,UCP1,NM_021833
ENST00000316878,PPP1R9B,NM_032595
ENST00000395366,PPP1CB,NM_002709
ENST00000358506,PPP1CB,NM_206876
ENST00000383165,C3orf72,NM_001040061
ENST00000301327,MFSD3,NM_138431
ENST00000244520,SNRPC,NM_003093
ENST00000248923,GGT1,NM_013430
ENST00000400382,GGT1,NM_001288833
ENST00000400380,GGT1,NM_013421
ENST00000404223,GGT1,NM_001282879
ENST00000400383,GGT1,NM_005265
ENST00000400383,GGT1,NM_001032364
ENST00000406383,GGT1,NM_001032365
ENST00000383163,PRR23A,NM_001134659
ENST00000202917,OAS1,NM_016816
ENST00000445409,OAS1,NM_001032409
ENST00000452357,OAS1,NM_002534
ENST00000220584,FDFT1,NM_004462
ENST00000220584,FDFT1,NM_001287748
ENST00000220584,FDFT1,NM_001287743
ENST00000220584,FDFT1,NM_001287742
ENST00000528812,FDFT1,NM_001287747
ENST00000528643,FDFT1,NM_001287751
ENST00000538689,FDFT1,NM_001287744
ENST00000446450,ATG7,NM_001144912
ENST00000354956,ATG7,NM_001136031
ENST00000354449,ATG7,NM_006395
ENST00000384530,RNU6-35P,NR_046493
ENST00000265605,ALDH8A1,NM_022568
ENST00000367845,ALDH8A1,NM_170771
ENST00000367847,ALDH8A1,NM_001193480
ENST00000311434,PIK3R6,NM_001010855
ENST00000588877,ABCA5,NM_018672
ENST00000392677,ABCA5,NM_172232
ENST00000230431,DNPH1,NM_006443
ENST00000393987,DNPH1,NM_199184
ENST00000298032,ARMC3,NM_173081
ENST00000409983,ARMC3,NM_001282745
ENST00000409049,ARMC3,NM_001282746
ENST00000376528,ARMC3,NM_001282747
ENST00000409600,BZW1,NM_014670
ENST00000409600,BZW1,NM_001207067
ENST00000409226,BZW1,NM_001207069
ENST00000452790,BZW1,NM_001207068
ENST00000326165,CD300LF,NM_139018
ENST00000290155,C21orf59,NM_021254
ENST00000225842,CCL1,NM_002981
ENST00000333743,GABRG3,NM_033223
ENST00000555083,GABRG3,NM_001270873
ENST00000399875,CECR6,NM_001163079
ENST00000331437,CECR6,NM_031890
ENST00000371926,STAMBPL1,NM_020799
ENST00000375864,LY6G5B,NM_021221
ENST00000522684,PTK2,NM_153831
ENST00000521059,PTK2,NM_005607
ENST00000340930,PTK2,NM_001199649
ENST00000333425,PIF1,NM_001286497
ENST00000559239,PIF1,NM_025049
ENST00000559239,PIF1,NM_001286499
ENST00000559239,PIF1,NM_001286496
ENST00000260010,TLR2,NM_003264
ENST00000320474,B3GALNT1,NM_003781
ENST00000320474,B3GALNT1,NM_033169
ENST00000392779,B3GALNT1,NM_033168
ENST00000392781,B3GALNT1,NM_001038628
ENST00000392780,B3GALNT1,NM_033167
ENST00000388715,PNPLA1,NM_001145716
ENST00000388715,PNPLA1,NM_173676
ENST00000394571,PNPLA1,NM_001145717
ENST00000388781,LAMB4,NM_007356
ENST00000357754,C17orf102,NM_207454
ENST00000310776,MRPS22,NM_020191
ENST00000492807,GRM1,NM_001278066
ENST00000492807,GRM1,NM_001278065
ENST00000282753,GRM1,NM_001278067
ENST00000282753,GRM1,NM_001278064
ENST00000265334,CDKL3,NM_001113575
ENST00000435211,CDKL3,NM_016508
ENST00000222982,CYP3A5,NM_000777
ENST00000439761,CYP3A5,NM_001190484
ENST00000336498,ARHGAP10,NM_024605
ENST00000444739,CASP4,NM_001225
ENST00000393150,CASP4,NM_033306
ENST00000309134,TMEM9B,NM_001286094
ENST00000534025,TMEM9B,NM_020644
ENST00000252818,JUND,NM_005354
ENST00000252818,JUND,NM_001286968
ENST00000225430,RPL19,NM_000981
ENST00000394217,KCNK7,NM_033348
ENST00000394216,KCNK7,NM_005714
ENST00000394216,KCNK7,NM_033455
ENST00000340313,KCNK7,NM_033347
ENST00000321639,TMEM132E,NM_207313
ENST00000534355,C11orf31,NM_170746
ENST00000340913,HNRNPA1,NM_002136
ENST00000340913,HNRNPA1,NM_031157
ENST00000349184,IL22RA2,NM_181309
ENST00000296980,IL22RA2,NM_052962
ENST00000339602,IL22RA2,NM_181310
ENST00000381297,P2RY8,NM_178129
ENST00000347063,RNF175,NM_173662
ENST00000218548,ATP12A,NM_001185085
ENST00000218548,ATP12A,NM_001676
ENST00000356327,PLD1,NM_001130081
ENST00000351298,PLD1,NM_002662
ENST00000272732,SCRN3,NM_024583
ENST00000272732,SCRN3,NM_001193528
ENST00000295206,EN1,NM_001426
ENST00000593829,LSM4,NM_012321
ENST00000252816,LSM4,NM_001252129
ENST00000301141,CYP2A6,NM_000762
ENST00000582694,COPG2,NM_012133
ENST00000326724,AATK,NM_001080395
ENST00000417379,AATK,NM_004920
ENST00000221801,FBL,NM_001436
ENST00000314222,PHLDA2,NM_003311
ENST00000306494,SLC22A25,NM_199352
ENST00000337120,SH2B1,NM_015503
ENST00000337120,SH2B1,NM_001145812
ENST00000359285,SH2B1,NM_001145796
ENST00000359285,SH2B1,NM_001145795
ENST00000359285,SH2B1,NM_001145797
ENST00000316519,AACS,NM_023928
ENST00000367378,PCMT1,NM_001252053
ENST00000367380,PCMT1,NM_001252049
ENST00000367380,PCMT1,NM_005389
ENST00000367380,PCMT1,NM_001252050
ENST00000367380,PCMT1,NM_001252051
ENST00000367380,PCMT1,NM_001252052
ENST00000369239,PNISR,NM_032870
ENST00000438806,PNISR,NM_015491
ENST00000317775,NOS1,NM_000620
ENST00000317775,NOS1,NM_001204218
ENST00000344089,NOS1,NM_001204213
ENST00000344089,NOS1,NM_001204214
ENST00000442267,TBC1D9,NM_015130
ENST00000313871,AKAP17A,NM_005088
ENST00000386037,SNORD94,NR_004378
ENST00000293860,POLR3K,NM_016310
ENST00000326321,KIR3DL2,NM_006737
ENST00000270442,KIR3DL2,NM_001242867
ENST00000268164,ST8SIA2,NM_006011
ENST00000372318,CCDC24,NM_152499
ENST00000513040,GRAMD3,NM_001146319
ENST00000285689,GRAMD3,NM_023927
ENST00000511134,GRAMD3,NM_001146322
ENST00000542322,GRAMD3,NM_001146321
ENST00000544396,GRAMD3,NM_001146320
ENST00000469230,BTN2A2,NM_001197238
ENST00000356709,BTN2A2,NM_001197240
ENST00000356709,BTN2A2,NM_006995
ENST00000352867,BTN2A2,NM_181531
ENST00000352867,BTN2A2,NM_001197239
ENST00000416795,BTN2A2,NM_001197237
ENST00000339450,ERMP1,NM_024896
ENST00000408947,TAS2R40,NM_176882
ENST00000369187,NBPF15,NM_173638
ENST00000442702,NBPF15,NM_001170755
ENST00000383018,SNRNP25,NM_024571
ENST00000290158,KPNB1,NM_002265
ENST00000540627,KPNB1,NM_001276453
ENST00000372525,C1orf50,NM_024097
ENST00000421630,C1orf50,NM_001242750
